Date of Birth,Weight,Functional Threshold Power,Maximum Heartrate,Athlete Type,Measurement Preference,Date Preference,Chart Preference,Email Language,Pace Zone Time,Pace Zone Distance,Default Leaderboard View
"May 16, 2000",79.4 kg,176 W,200,Runner,Metric,mm/dd/YYYY,Week,English (US),--:--,"",All
