Kudos Date,Kudos Type,Parent ID
"Mar 25, 2020, 3:44:39 AM",Activity,3215242507
"Mar 25, 2020, 3:45:03 AM",Activity,3215266969
"Mar 26, 2020, 12:41:07 AM",Activity,3218372883
"Mar 26, 2020, 12:52:09 AM",Activity,3216847406
"Mar 27, 2020, 4:28:45 AM",Activity,3222243284
"Mar 27, 2020, 4:28:49 AM",Activity,3220572736
"Mar 27, 2020, 8:22:30 PM",Activity,3224404538
"Mar 28, 2020, 6:24:10 PM",Activity,3228428166
"Mar 28, 2020, 10:37:07 PM",Activity,3229169080
"Apr 2, 2020, 3:48:39 PM",Activity,3242504913
"Apr 2, 2020, 3:48:40 PM",Activity,3240751644
"Apr 2, 2020, 3:48:42 PM",Activity,3240715551
"Apr 3, 2020, 3:32:22 PM",Activity,3247846654
"Apr 3, 2020, 3:32:48 PM",Activity,3248283540
"Apr 3, 2020, 3:32:55 PM",Activity,3248386942
"Apr 5, 2020, 2:57:29 AM",Activity,3254747520
"Apr 5, 2020, 6:50:42 PM",Activity,3254506057
"Apr 6, 2020, 4:08:27 PM",Activity,3260619540
"Apr 7, 2020, 4:05:59 AM",Activity,3263101275
"Apr 7, 2020, 4:06:02 AM",Activity,3263268961
"Apr 7, 2020, 7:09:04 PM",Activity,3266971136
"Apr 7, 2020, 7:09:08 PM",Activity,3267087910
"Apr 8, 2020, 3:23:21 AM",Activity,3269430681
"Apr 9, 2020, 4:19:13 AM",Activity,3273843506
"Apr 10, 2020, 3:03:21 PM",Activity,3277364301
"Apr 10, 2020, 10:05:44 PM",Activity,3281782744
"Apr 11, 2020, 5:04:44 PM",Activity,3285275620
"Apr 12, 2020, 1:07:43 AM",Activity,3286917831
"Apr 12, 2020, 6:03:02 PM",Activity,3289992527
"Apr 14, 2020, 2:46:42 AM",Activity,3295982227
"Apr 14, 2020, 2:46:53 AM",Activity,3296013673
"Apr 14, 2020, 2:46:58 AM",Activity,3295387278
"Apr 14, 2020, 11:02:16 PM",Activity,3297841674
"Apr 16, 2020, 12:18:03 AM",Activity,3303970808
"Apr 16, 2020, 12:18:10 AM",Activity,3302621917
"Apr 17, 2020, 1:52:44 AM",Activity,3309645168
"Apr 17, 2020, 7:48:13 PM",Activity,3310006466
"Apr 17, 2020, 11:25:27 PM",Activity,3313737314
"Apr 18, 2020, 6:07:28 PM",Activity,3317382182
"Apr 18, 2020, 10:11:33 PM",Activity,3318004006
"Apr 20, 2020, 12:57:27 AM",Activity,3322575353
"Apr 20, 2020, 12:57:42 AM",Activity,3322203511
"Apr 20, 2020, 12:57:48 AM",Activity,3318994208
"Apr 20, 2020, 5:56:59 PM",Activity,3326328159
"Apr 21, 2020, 1:57:00 AM",Activity,3328832022
"Apr 21, 2020, 6:50:17 PM",Activity,3328970553
"Apr 22, 2020, 12:51:40 AM",Activity,3333798481
"Apr 22, 2020, 2:46:29 AM",Activity,3334030423
"Apr 22, 2020, 6:50:58 PM",Activity,3334074623
"Apr 23, 2020, 4:27:53 AM",Activity,3339003893
"Apr 23, 2020, 4:28:05 AM",Activity,3338417995
"Apr 23, 2020, 6:45:10 PM",Activity,3341303063
"Apr 24, 2020, 2:59:41 AM",Activity,3260960884
"Apr 25, 2020, 5:25:06 PM",Activity,3351501974
"Apr 26, 2020, 1:54:42 AM",Activity,3353301727
"Apr 27, 2020, 1:48:56 AM",Activity,3357435430
"Apr 27, 2020, 3:45:14 AM",Activity,3359417136
"Apr 28, 2020, 5:48:18 PM",Activity,3366250055
"Apr 28, 2020, 5:48:20 PM",Activity,3366156177
"Apr 29, 2020, 3:53:58 PM",Activity,3371025438
"Apr 29, 2020, 6:07:45 PM",Activity,3371778923
"Apr 30, 2020, 5:58:14 PM",Activity,3373580972
"May 1, 2020, 3:43:02 AM",Activity,3375743375
"May 1, 2020, 3:43:03 AM",Activity,3376048476
"May 1, 2020, 3:43:05 AM",Activity,3376526169
"May 1, 2020, 3:43:06 AM",Activity,3377290716
"May 6, 2020, 5:04:35 AM",Activity,3405225911
"May 6, 2020, 5:04:54 AM",Activity,3405163121
"May 6, 2020, 5:04:57 AM",Activity,3404582109
"May 9, 2020, 7:02:55 AM",Activity,3421304443
"May 10, 2020, 8:20:53 PM",Activity,3431051064
"May 10, 2020, 8:20:56 PM",Activity,3431061406
"May 10, 2020, 8:21:05 PM",Activity,3427436811
"May 15, 2020, 7:03:30 AM",Activity,3452358259
"May 24, 2020, 11:32:41 PM",Activity,3500519233
"May 25, 2020, 5:48:17 PM",Activity,3509518420
"May 26, 2020, 3:06:11 AM",Activity,3506525075
"May 27, 2020, 5:01:24 AM",Activity,3517989548
"May 27, 2020, 5:01:25 AM",Activity,3514796812
"May 29, 2020, 7:15:13 PM",Activity,3528028361
"May 31, 2020, 1:58:17 AM",Activity,3538424496
"May 31, 2020, 1:58:31 AM",Activity,3537380153
"May 31, 2020, 5:05:08 PM",Activity,3542247877
"Jun 1, 2020, 12:37:59 AM",Activity,3543136392
"Jun 3, 2020, 9:49:08 PM",Activity,3549768587
"Jun 5, 2020, 5:06:08 AM",Activity,3560917564
"Jun 5, 2020, 3:38:04 PM",Activity,3565340882
"Jun 5, 2020, 3:38:09 PM",Activity,3563657361
"Jun 8, 2020, 1:04:55 AM",Activity,3580474849
"Jun 8, 2020, 1:05:05 AM",Activity,3575257894
"Jun 8, 2020, 1:05:06 AM",Activity,3575257623
"Jun 9, 2020, 9:45:30 PM",Activity,3585491362
"Jun 10, 2020, 2:46:22 PM",Activity,3591178780
"Jun 10, 2020, 11:46:21 PM",Activity,3594787558
"Jun 11, 2020, 2:47:01 PM",Activity,3591034997
"Jun 11, 2020, 3:06:18 PM",Activity,3596110221
"Jun 11, 2020, 3:06:19 PM",Activity,3596103314
"Jun 12, 2020, 12:49:14 AM",Activity,3600080110
"Jun 12, 2020, 12:49:41 AM",Activity,3599262080
"Jun 12, 2020, 6:04:08 AM",Activity,3600998977
"Jun 13, 2020, 12:38:48 AM",Activity,3604694423
"Jun 18, 2020, 1:36:17 AM",Activity,3631748569
"Jun 22, 2020, 2:19:59 AM",Activity,3651787599
"Jun 22, 2020, 2:20:13 AM",Activity,3651732537
"Jun 22, 2020, 2:20:24 AM",Activity,3650006120
"Jun 22, 2020, 2:20:38 AM",Activity,3639839992
"Jun 26, 2020, 1:40:04 PM",Activity,3670985918
"Jun 26, 2020, 1:40:30 PM",Activity,3669420895
"Jun 27, 2020, 3:41:06 AM",Activity,3674557074
"Jun 27, 2020, 3:41:23 AM",Activity,3673926048
"Jun 27, 2020, 3:41:29 AM",Activity,3673928544
"Jun 27, 2020, 3:41:31 AM",Activity,3675444511
"Jun 28, 2020, 3:10:07 AM",Activity,3681123589
"Jun 28, 2020, 3:10:13 AM",Activity,3681177334
"Jun 29, 2020, 3:50:40 AM",Activity,3686328281
"Jul 3, 2020, 5:15:00 AM",Activity,3705251680
"Jul 3, 2020, 5:15:04 AM",Activity,3704571424
"Jul 3, 2020, 5:15:19 AM",Activity,3693770454
"Jul 3, 2020, 5:15:27 AM",Activity,3689799516
"Jul 3, 2020, 5:15:37 AM",Activity,3699953333
"Jul 3, 2020, 5:15:41 AM",Activity,3689354393
"Aug 2, 2020, 4:29:51 AM",Activity,3844157660
"Aug 2, 2020, 4:30:33 AM",Activity,3830411632
"Aug 2, 2020, 4:30:49 AM",Activity,3844141303
"Aug 2, 2020, 4:30:52 AM",Activity,3844155505
"Aug 2, 2020, 6:11:10 PM",Activity,3853975964
"Aug 2, 2020, 6:11:31 PM",Activity,3854494783
"Aug 14, 2020, 3:57:48 PM",Activity,3898429601
"Aug 14, 2020, 3:57:48 PM",Activity,3907193895
"Aug 14, 2020, 3:58:54 PM",Activity,3900226372
"Aug 16, 2020, 3:49:24 AM",Activity,3918894670
"Aug 19, 2020, 3:48:13 PM",Activity,3936090013
"Sep 3, 2020, 12:34:12 PM",Activity,4001193358
"Sep 3, 2020, 12:34:19 PM",Activity,4002976734
"Sep 4, 2020, 2:41:42 PM",Activity,4007934007
"Sep 4, 2020, 2:41:56 PM",Activity,4007421835
"Sep 4, 2020, 2:41:58 PM",Activity,4005819010
"Sep 9, 2020, 5:05:46 AM",Activity,4032991795
"Sep 9, 2020, 5:06:04 AM",Activity,3989436305
"Sep 9, 2020, 5:06:05 AM",Activity,3989461497
"Sep 9, 2020, 5:06:08 AM",Activity,3989413616
"Sep 9, 2020, 5:06:40 AM",Activity,4023536839
"Sep 9, 2020, 5:06:44 AM",Activity,4030671806
"Sep 9, 2020, 5:06:54 AM",Activity,4021316431
"Sep 9, 2020, 5:07:04 AM",Activity,4030301164
"Sep 9, 2020, 5:07:10 AM",Activity,4023468870
"Sep 9, 2020, 5:08:19 AM",Activity,4012331443
"Sep 9, 2020, 5:08:21 AM",Activity,4012874160
"Sep 9, 2020, 7:36:21 PM",Activity,4034942166
"Sep 10, 2020, 1:53:18 PM",Activity,4037689707
"Sep 10, 2020, 1:53:32 PM",Activity,4037519517
"Sep 12, 2020, 6:09:49 AM",Activity,4044879260
"Sep 12, 2020, 6:10:16 AM",Activity,4039836119
"Sep 12, 2020, 6:10:22 AM",Activity,4040239476
"Sep 13, 2020, 2:39:30 AM",Activity,4049215831
"Sep 13, 2020, 2:40:04 AM",Activity,4030094007
"Sep 15, 2020, 4:04:36 PM",Activity,4054043821
"Sep 15, 2020, 4:04:40 PM",Activity,4059048782
"Sep 15, 2020, 4:05:19 PM",Activity,4056758823
"Sep 19, 2020, 9:42:10 PM",Activity,4083777453
"Sep 19, 2020, 9:42:32 PM",Activity,4083185070
"Sep 19, 2020, 9:43:27 PM",Activity,4079988659
"Sep 19, 2020, 9:44:26 PM",Activity,4079686603
"Sep 20, 2020, 7:14:34 AM",Activity,4084738699
"Sep 21, 2020, 5:48:21 AM",Activity,4089415313
"Sep 21, 2020, 5:49:22 AM",Activity,4090466936
"Sep 21, 2020, 5:50:20 AM",Activity,4089735637
"Sep 21, 2020, 5:50:22 AM",Activity,4089403453
"Sep 22, 2020, 8:02:20 PM",Activity,4097095324
"Sep 22, 2020, 8:02:21 PM",Activity,4097476642
"Sep 22, 2020, 8:03:14 PM",Activity,4094910997
"Sep 23, 2020, 10:53:48 PM",Activity,4101919152
"Sep 23, 2020, 10:53:57 PM",Activity,4097399215
"Sep 23, 2020, 10:54:02 PM",Activity,4099412984
"Sep 23, 2020, 10:54:18 PM",Activity,4099828955
"Sep 23, 2020, 10:54:21 PM",Activity,4099701373
"Sep 24, 2020, 6:51:35 AM",Activity,4104302540
"Sep 24, 2020, 6:51:40 AM",Activity,4104116235
"Sep 24, 2020, 6:51:51 AM",Activity,4104296900
"Sep 27, 2020, 3:20:28 PM",Activity,4118868708
"Sep 27, 2020, 3:20:34 PM",Activity,4116954718
"Sep 27, 2020, 3:20:42 PM",Activity,4115021351
"Sep 27, 2020, 3:20:45 PM",Activity,4112321267
"Sep 28, 2020, 8:04:43 PM",Activity,4123736522
"Oct 1, 2020, 2:01:39 PM",Activity,4133736436
"Oct 1, 2020, 2:01:53 PM",Activity,4133810253
"Oct 1, 2020, 2:01:59 PM",Activity,4130961211
"Oct 1, 2020, 2:02:07 PM",Activity,4126398289
"Oct 1, 2020, 2:02:12 PM",Activity,4128209258
"Oct 1, 2020, 2:02:28 PM",Activity,4133002142
"Oct 1, 2020, 2:02:35 PM",Activity,4132817730
"Oct 6, 2020, 6:09:21 AM",Activity,4154271718
"Oct 6, 2020, 6:09:40 AM",Activity,4155059547
"Oct 6, 2020, 6:09:59 AM",Activity,4154548240
"Oct 6, 2020, 6:10:27 AM",Activity,4146154878
"Oct 6, 2020, 6:11:05 AM",Activity,4152123483
"Oct 6, 2020, 6:11:06 AM",Activity,4152112183
"Oct 6, 2020, 6:11:25 AM",Activity,4153036158
"Oct 7, 2020, 10:36:24 PM",Activity,4163218219
"Oct 7, 2020, 10:36:26 PM",Activity,4161787509
"Oct 10, 2020, 1:52:35 AM",Activity,4172895612
"Oct 10, 2020, 1:52:36 AM",Activity,4172240878
"Oct 11, 2020, 2:31:22 PM",Activity,4177049630
"Oct 14, 2020, 6:17:37 PM",Activity,4187882142
"Oct 14, 2020, 6:19:49 PM",Activity,4184609880
"Oct 14, 2020, 6:19:56 PM",Activity,4191141181
"Oct 25, 2020, 2:37:13 PM",Activity,4238593896
"Oct 25, 2020, 2:37:15 PM",Activity,4238632850
"Oct 25, 2020, 2:37:41 PM",Activity,4233301813
"Oct 25, 2020, 2:37:46 PM",Activity,4238101010
"Oct 25, 2020, 2:38:32 PM",Activity,4222983475
"Oct 26, 2020, 2:28:08 PM",Activity,4244186516
"Oct 26, 2020, 2:28:26 PM",Activity,4243350278
"Oct 26, 2020, 2:28:31 PM",Activity,4243802632
"Oct 26, 2020, 2:28:41 PM",Activity,4243732236
"Oct 26, 2020, 2:28:45 PM",Activity,4239469519
"Oct 26, 2020, 2:28:47 PM",Activity,4239515373
"Oct 31, 2020, 12:04:21 AM",Activity,4251493495
"Nov 5, 2020, 7:45:25 PM",Activity,4267308079
"Nov 11, 2020, 6:24:27 AM",Activity,4314436210
"Nov 11, 2020, 6:24:29 AM",Activity,4318213143
"Nov 12, 2020, 7:07:25 AM",Activity,4324916824
"Nov 25, 2020, 6:47:12 PM",Activity,4371656474
"Nov 29, 2020, 6:12:13 AM",Activity,4396022390
"Nov 29, 2020, 10:13:18 PM",Activity,4409401718
"Nov 29, 2020, 10:13:23 PM",Activity,4409574219
"Dec 6, 2020, 7:45:34 PM",Activity,4428988850
"Dec 6, 2020, 7:45:45 PM",Activity,4429900556
"Dec 6, 2020, 7:46:26 PM",Activity,4429461880
"Dec 7, 2020, 11:27:45 PM",Activity,4440168679
"Dec 7, 2020, 11:28:19 PM",Activity,4440221730
"Dec 14, 2020, 11:01:34 PM",Activity,4468831581
"Dec 14, 2020, 11:02:10 PM",Activity,4464590293
"Dec 16, 2020, 8:02:33 PM",Activity,4477017378
"Dec 21, 2020, 5:00:07 PM",Activity,4498060343
"Dec 22, 2020, 6:56:37 AM",Activity,4501893081
"Dec 23, 2020, 4:18:51 AM",Activity,4506211115
"Dec 23, 2020, 4:19:08 AM",Activity,4506330888
"Dec 23, 2020, 4:19:12 AM",Activity,4505585460
"Dec 23, 2020, 4:47:03 PM",Activity,4508310479
"Dec 23, 2020, 4:47:20 PM",Activity,4506833872
"Dec 26, 2020, 12:27:32 AM",Activity,4513743359
"Dec 26, 2020, 12:27:47 AM",Activity,4516192451
"Dec 26, 2020, 12:28:00 AM",Activity,4513880598
"Dec 26, 2020, 12:28:20 AM",Activity,4509933321
"Dec 26, 2020, 7:11:37 PM",Activity,4520879759
"Dec 27, 2020, 4:49:16 PM",Activity,4522480204
"Dec 28, 2020, 4:44:53 AM",Activity,4527032739
"Dec 28, 2020, 4:45:10 AM",Activity,4527383784
